Date,Open
04/27/2016,"1,245.70"
04/26/2016,"1,239.80"
04/25/2016,"1,234.50"
04/22/2016,"1,248.50"
04/21/2016,"1,244.50"
04/20/2016,"1,251.30"
04/19/2016,"1,233.90"
04/18/2016,"1,236.30"
04/15/2016,"1,228.50"
04/14/2016,"1,243.80"
04/13/2016,"1,257.20"
04/12/2016,"1,259.80"
04/11/2016,"1,241.80"
04/08/2016,"1,241.80"
04/07/2016,"1,224.00"
04/06/2016,"1,232.60"
04/05/2016,"1,217.10"
04/04/2016,"1,223.00"
04/01/2016,"1,234.10"
03/31/2016,"1,227.00"
03/30/2016,"1,243.00"
03/29/2016,"1,221.80"
03/28/2016,"1,216.50"
03/24/2016,"1,221.60"
03/23/2016,"1,249.10"
03/22/2016,"1,244.60"
03/21/2016,"1,256.50"
03/18/2016,"1,258.60"
03/17/2016,"1,261.10"
03/16/2016,"1,234.00"
03/15/2016,"1,236.10"
03/14/2016,"1,251.00"
03/11/2016,"1,271.10"
03/10/2016,"1,250.60"
03/09/2016,"1,262.60"
03/08/2016,"1,269.50"
03/07/2016,"1,267.20"
03/04/2016,"1,265.00"
03/03/2016,"1,243.80"
03/02/2016,"1,227.80"
03/01/2016,"1,245.30"
02/29/2016,"1,220.20"
02/26/2016,"1,220.70"
02/25/2016,"1,228.90"
02/24/2016,"1,226.00"
02/23/2016,"1,208.90"
02/22/2016,"1,226.90"
02/19/2016,"1,231.20"
02/18/2016,"1,209.50"
02/17/2016,"1,201.90"
02/16/2016,"1,236.30"
02/15/2016,"1,236.30"
02/12/2016,"1,247.10"
02/11/2016,"1,197.50"
02/10/2016,"1,189.70"
02/09/2016,"1,189.50"
02/08/2016,"1,174.00"
02/05/2016,"1,155.70"
02/04/2016,"1,142.50"
02/03/2016,"1,129.40"
02/02/2016,"1,128.50"
02/01/2016,"1,118.00"
01/29/2016,"1,114.80"
01/28/2016,"1,126.20"
01/27/2016,"1,119.80"
01/26/2016,"1,109.00"
01/25/2016,"1,098.00"
01/22/2016,"1,101.10"
01/21/2016,"1,101.70"
01/20/2016,"1,087.50"
